variable,simulated_value,rank,z_score,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail,max_rank,sim_id,hpd_lwr,hpd_upr,attained_hpd,proposal
tree_length,3.2999076720942915,41,-0.8992763606293153,4.875572913070954,4.596756047340209,1.7521479602488483,1.8596963436976586,2.547369980137987,8.083792603271279,1.0053224120777082,179.80585156949428,183.81776436968573,200,data_set_17,2.0539284790302674,8.368835214408632,0.95,default
max_branch,1.1938476718264344,38,-0.8736421611753382,1.8749054653503536,1.7289876825235972,0.7795614998796199,0.7214264203165804,0.7994453963855859,3.332244419739575,1.005737274783959,174.629333570558,184.50039724965913,200,data_set_17,0.5212937997003058,3.42167105652312,0.95,default
range_branch,1.1196846014751107,38,-0.8903699719328528,1.8176754289227939,1.683544602666116,0.7839334764765877,0.7160734523131875,0.7637134236480987,3.25003141256788,1.0031734557718728,172.52577517872317,183.81776436968573,200,data_set_17,0.505656240476087,3.3921613690847554,0.95,default
RF_dist,3,100,NA,3,3,0,0,3,3,NA,NA,NA,200,data_set_17,3,3,0.95,default
BHV_dist,2.6190610753193733,56,-0.6411804635165244,3.152422183654662,2.961325364245826,0.8318424198549264,0.771553096864237,2.1700502236334978,4.824922115153965,1.003642795411728,177.3676553941345,177.70094093640174,200,data_set_17,1.9095330110651094,4.851130957725115,0.95,default
KC_dist,3.4641016151377544,100,-0.10025220721015454,3.465516111741017,3.4641016151377544,0.01410938115604166,0,3.4641016151377544,3.4641016151377544,0.99498743710662,208.46493998736574,208.46493998736574,200,data_set_17,3.4641016151377544,3.4641016151377544,0.95,default
tree_length,4.0829305612877205,186,1.588611821800805,2.34008974028295,2.1659711490710793,1.0970841316219944,1.0697136297158916,0.8154571329980611,4.393831220886996,0.998363052215616,215.47173893341116,174.0023512938721,200,data_set_18,0.5267780981603492,4.535602000536158,0.95,default
max_branch,1.4420054778020213,178,1.387238195071142,0.7865154706590891,0.6766838861114342,0.4725143882801731,0.3842443921263173,0.221631075715501,1.7794321166926081,0.9969618048994858,212.6482813543804,181.8165087595598,200,data_set_18,0.15145872239731217,1.8470750261296516,0.95,default
range_branch,1.40900564416181,178,1.4230965970453315,0.7454846202556235,0.6315727881472499,0.46625157089392616,0.35847036603344257,0.20146786799008087,1.716899151144595,0.9968507567783161,219.41909086860684,224.40597791289792,200,data_set_18,0.06418521525351573,1.7397875999917674,0.95,default
RF_dist,3,105,0.6184895201011681,2.62,3,0.6144000628140671,0,1,3,0.9980917138640629,234.97551171571956,NA,200,data_set_18,1,3,0.95,default
BHV_dist,3.1812755995250606,188,1.9722212044827936,2.314990967467431,2.2117623166090246,0.4392431386948854,0.2828601025774759,1.842820809194327,3.2618189921227145,1.001357573913826,266.82657689347155,210.52897953312583,200,data_set_18,1.6041378441063805,3.438980506674908,0.95,default
KC_dist,3.1622776601683795,60,-0.5930738532911374,3.6578892936119476,3.872983346207417,0.8356659641851965,1.0520416162544115,2.449489742783178,4.58257569495584,1.009765463371567,191.2067585568855,NA,200,data_set_18,2.449489742783178,4.58257569495584,0.95,default
tree_length,1.9605383135521628,46,-0.8252501915981154,3.0119746685222504,2.926184584606221,1.2740819277290414,1.3689655412103854,1.1764591849054922,5.298387829838558,0.9957553575680103,171.76055433256582,217.056063143582,200,data_set_19,0.97536700035957,5.495238673320787,0.95,default
max_branch,0.6563057700386343,45,-0.8222690623798566,1.128795269390238,1.0418927345555398,0.5746166564799343,0.5977961257050143,0.3402775682050875,2.1943603561159124,0.9964175367738181,158.05759488010403,178.62881248895596,200,data_set_19,0.21027102854032367,2.219256339031772,0.95,default
range_branch,0.6404157305423094,50,-0.7791611034782939,1.085063298561127,0.987508457858782,0.5706747501047513,0.59939997395905,0.26069758925612196,2.1240447119140504,0.9963228419254552,165.23056761211475,183.81776436968573,200,data_set_19,0.19365538931331583,2.173999683334651,0.95,default
